TITLE		= "tecplotausgabe"
VARIABLES	= "X"
"Y"
"u_x"
"u_y"
"v_x"
"v_y"
"vf_x"
"vf_y"
"p"
"Op"
"TSE11"
"TSE22"
"TSE12"
"SIG11"
"SIG22"
"SIG12"
"EPS11"
"EPS22"
"EPS12"
"N_S"

ZONE T	="+3.3000000E+01"
N=1653, E= 510, F=FEPOINT, ET=Quadrilateral
+7.5000000E+00 +7.5000000E+01 -1.4762524E-02 +5.2535360E-02 -5.2418288E-06 +2.1855969E-03 -5.2410557E-06 +1.4344269E-03 +0.0000000E+00 +1.9314341E-04 -6.4931121E+04 +2.0762368E-01 -5.4671556E-01 -6.4931121E+04 +2.0762367E-01 -5.4671556E-01 -1.9695035E-03 +8.4378213E-04 -2.3687602E-08 +1.7019109E-01 
+6.0000000E+00 +7.5000000E+01 -1.1808726E-02 +5.2501318E-02 -4.4669852E-06 +2.1924785E-03 -4.4654513E-06 +1.4412101E-03 +0.0000000E+00 +1.9300443E-04 -6.4911379E+04 +4.4353404E-01 -4.5960224E-01 -6.4911379E+04 +4.4353404E-01 -4.5960224E-01 -1.9689076E-03 +8.4353257E-04 -1.9913232E-08 +1.7019103E-01 
+6.0000000E+00 +7.3521880E+01 -1.1778285E-02 +5.1264623E-02 -1.0626453E-05 +2.1900370E-03 -1.0690954E-05 +1.4400454E-03 -4.6112767E+02 +1.8551232E-04 -6.4934581E+04 -4.6228812E+02 -1.4976764E+01 -6.4473576E+04 -1.2828247E+00 -1.4976764E+01 -1.9635945E-03 +8.2979467E-04 -6.4889781E-07 +1.7019247E-01 
+7.5000000E+00 +7.3520000E+01 -1.4723928E-02 +5.1296783E-02 -1.3057037E-05 +2.1832183E-03 -1.3131752E-05 +1.4333639E-03 -4.6166692E+02 +1.8560530E-04 -6.4947782E+04 -4.6218469E+02 -1.6826595E+01 -6.4486243E+04 -6.4502427E-01 -1.6826595E+01 -1.9639963E-03 +8.2996946E-04 -7.2904542E-07 +1.7019251E-01 
+6.7500000E+00 +7.5000000E+01 -1.3285515E-02 +5.2517325E-02 -4.8776778E-06 +2.1892432E-03 -4.8770244E-06 +1.4380243E-03 +0.0000000E+00 +1.9307392E-04 -6.4921041E+04 +3.0671280E-01 -4.0594155E-01 -6.4921041E+04 +3.0671280E-01 -4.0594155E-01 -1.9691990E-03 +8.4365406E-04 -1.7588269E-08 +1.7019106E-01 
+6.0000000E+00 +7.4260940E+01 -1.1793708E-02 +5.1880434E-02 -7.5037541E-06 +2.1917773E-03 -7.5389254E-06 +1.4395522E-03 -2.3056384E+02 +1.8925837E-04 -6.4923780E+04 -2.3113060E+02 -8.0016370E+00 -6.4693217E+04 -5.6710187E-01 -8.0016370E+00 -1.9662726E-03 +8.3666766E-04 -3.4668715E-07 +1.7019175E-01 
+6.7500000E+00 +7.3520940E+01 -1.3251034E-02 +5.1279694E-02 -1.1857204E-05 +2.1868323E-03 -1.1930186E-05 +1.4369090E-03 -4.6139730E+02 +1.8555881E-04 -6.4941098E+04 -4.6228994E+02 -1.5939595E+01 -6.4479826E+04 -1.0171318E+00 -1.5939595E+01 -1.9637922E-03 +8.2987936E-04 -6.9061438E-07 +1.7019249E-01 
+7.5000000E+00 +7.4260000E+01 -1.4743454E-02 +5.1913517E-02 -9.1009372E-06 +2.1849309E-03 -9.1392962E-06 +1.4327720E-03 -2.3083346E+02 +1.8937436E-04 -6.4939842E+04 -2.3111571E+02 -9.0140491E+00 -6.4709008E+04 -2.8234626E-01 -9.0140491E+00 -1.9667601E-03 +8.3687696E-04 -3.9055199E-07 +1.7019180E-01 
+4.5000000E+00 +7.5000000E+01 -8.8557557E-03 +5.2475224E-02 -3.5166227E-06 +2.1977496E-03 -3.5160297E-06 +1.4463994E-03 +0.0000000E+00 +1.9288692E-04 -6.4894732E+04 +6.1080800E-01 -3.5373140E-01 -6.4894731E+04 +6.1095934E-01 -3.5373140E-01 -1.9684048E-03 +8.4332117E-04 -1.5326154E-08 +1.7019098E-01 
+4.5000000E+00 +7.3523760E+01 -8.8331927E-03 +5.1240362E-02 -8.0795851E-06 +2.1952562E-03 -8.1381425E-06 +1.4451395E-03 -4.6058008E+02 +1.8543552E-04 -6.4923274E+04 -4.6219435E+02 -1.2067445E+01 -6.4462810E+04 -1.7306985E+00 -1.2067445E+01 -1.9632527E-03 +8.2965048E-04 -5.2284580E-07 +1.7019244E-01 
