TITLE		= "tecplotausgabe"
VARIABLES	= "X"
"Y"
"u_x"
"u_y"
"v_x"
"v_y"
"vf_x"
"vf_y"
"p"
"Op"
"TSE11"
"TSE22"
"TSE12"
"SIG11"
"SIG22"
"SIG12"
"EPS11"
"EPS22"
"EPS12"
"N_S"

ZONE T	="+9.5000000E+01"
N=1653, E= 510, F=FEPOINT, ET=Quadrilateral
+7.5000000E+00 +7.5000000E+01 -1.4786920E-02 +6.3350628E-02 -5.5146239E-11 +2.4688307E-08 -5.5137567E-11 +1.6203863E-08 +0.0000000E+00 +1.9365690E-04 -6.4999984E+04 -3.9823381E-05 -1.6405039E-04 -6.4999984E+04 -3.9823381E-05 -1.6405039E-04 -1.9715898E-03 +8.4467131E-04 -7.1078283E-12 +1.7019129E-01 
+6.0000000E+00 +7.5000000E+01 -1.1829536E-02 +6.3350629E-02 -4.7047744E-11 +2.4766021E-08 -4.7030613E-11 +1.6280620E-08 +0.0000000E+00 +1.9365686E-04 -6.4999977E+04 +9.2074528E-05 -1.6417802E-04 -6.4999977E+04 +9.2074528E-05 -1.6417802E-04 -1.9715896E-03 +8.4467122E-04 -7.1133582E-12 +1.7019129E-01 
+6.0000000E+00 +7.3521880E+01 -1.1829536E-02 +6.2102103E-02 -1.1652787E-10 +2.4739101E-08 -1.1712735E-10 +1.6267977E-08 -5.2082780E-03 +1.9365678E-04 -6.4999979E+04 -5.4642622E-03 -5.8967560E-03 -6.4999973E+04 -2.5735362E-04 -5.8967560E-03 -1.9715896E-03 +8.4467107E-04 -2.5548936E-10 +1.7019129E-01 
+7.5000000E+00 +7.3520000E+01 -1.4786920E-02 +6.2100514E-02 -1.4323061E-10 +2.4662054E-08 -1.4393132E-10 +1.6192304E-08 -5.2144572E-03 +1.9365681E-04 -6.4999984E+04 -5.0953381E-03 -6.0597709E-03 -6.4999979E+04 +1.1769698E-04 -6.0597709E-03 -1.9715897E-03 +8.4467115E-04 -2.6255233E-10 +1.7019129E-01 
+6.7500000E+00 +7.5000000E+01 -1.3308228E-02 +6.3350628E-02 -5.1345059E-11 +2.4729476E-08 -5.1337785E-11 +1.6244556E-08 +0.0000000E+00 +1.9365688E-04 -6.4999981E+04 +2.5169094E-05 -1.3665137E-04 -6.4999981E+04 +2.5169094E-05 -1.3665137E-04 -1.9715897E-03 +8.4467127E-04 -5.9207083E-12 +1.7019129E-01 
+6.0000000E+00 +7.4260940E+01 -1.1829536E-02 +6.2726366E-02 -8.1328028E-11 +2.4758339E-08 -8.1660346E-11 +1.6262263E-08 -2.6041390E-03 +1.9365682E-04 -6.4999978E+04 -2.7171377E-03 -3.1159930E-03 -6.4999976E+04 -1.1300202E-04 -3.1159930E-03 -1.9715896E-03 +8.4467115E-04 -1.3500695E-10 +1.7019129E-01 
+6.7500000E+00 +7.3520940E+01 -1.3308228E-02 +6.2101309E-02 -1.3004481E-10 +2.4702881E-08 -1.3072593E-10 +1.6232440E-08 -5.2113676E-03 +1.9365680E-04 -6.4999981E+04 -5.2890189E-03 -6.0268040E-03 -6.4999976E+04 -7.9044019E-05 -6.0268040E-03 -1.9715896E-03 +8.4467111E-04 -2.6112397E-10 +1.7019129E-01 
+7.5000000E+00 +7.4260000E+01 -1.4786920E-02 +6.2725571E-02 -9.8671858E-11 +2.4681000E-08 -9.9033336E-11 +1.6185533E-08 -2.6072286E-03 +1.9365686E-04 -6.4999984E+04 -2.5538986E-03 -3.1935300E-03 -6.4999982E+04 +5.3329159E-05 -3.1935300E-03 -1.9715898E-03 +8.4467123E-04 -1.3836641E-10 +1.7019129E-01 
+4.5000000E+00 +7.5000000E+01 -8.8721513E-03 +6.3350629E-02 -3.7073117E-11 +2.4825595E-08 -3.7066577E-11 +1.6339402E-08 +0.0000000E+00 +1.9365682E-04 -6.4999971E+04 +2.0569643E-04 -1.4187629E-04 -6.4999971E+04 +2.0569814E-04 -1.4187629E-04 -1.9715894E-03 +8.4467114E-04 -6.1470886E-12 +1.7019129E-01 
+4.5000000E+00 +7.3523760E+01 -8.8721517E-03 +6.2103692E-02 -8.8577217E-11 +2.4798121E-08 -8.9133193E-11 +1.6325735E-08 -5.2020172E-03 +1.9365675E-04 -6.4999974E+04 -5.7769316E-03 -5.0666891E-03 -6.4999969E+04 -5.7621857E-04 -5.0666891E-03 -1.9715894E-03 +8.4467100E-04 -2.1952497E-10 +1.7019129E-01 
+5.2500000E+00 +7.5000000E+01 -1.0350843E-02 +6.3350629E-02 -4.2270427E-11 +2.4798028E-08 -4.2255900E-11 +1.6312243E-08 +0.0000000E+00 +1.9365684E-04 -6.4999974E+04 +1.3782575E-04 -1.2640136E-04 -6.4999974E+04 +1.3782575E-04 -1.2640136E-04 -1.9715895E-03 +8.4467118E-04 -5.4766051E-12 +1.7019129E-01 
+4.5000000E+00 +7.4261880E+01 -8.8721516E-03 +6.2727161E-02 -6.2454855E-11 +2.4817600E-08 -6.2744068E-11 +1.6321029E-08 -2.6010086E-03 +1.9365678E-04 -6.4999973E+04 -2.8554939E-03 -2.6801617E-03 -6.4999970E+04 -2.5448770E-04 -2.6801617E-03 -1.9715894E-03 +8.4467107E-04 -1.1612364E-10 +1.7019129E-01 
+5.2500000E+00 +7.3522820E+01 -1.0350844E-02 +6.2102898E-02 -1.0269337E-10 +2.4770818E-08 -1.0324489E-10 +1.6299041E-08 -5.2051476E-03 +1.9365676E-04 -6.4999976E+04 -5.6436636E-03 -5.5204424E-03 -6.4999971E+04 -4.3984920E-04 -5.5204424E-03 -1.9715895E-03 +8.4467104E-04 -2.3918479E-10 +1.7019129E-01 
+3.0000000E+00 +7.5000000E+01 -5.9147674E-03 +6.3350630E-02 -2.5593157E-11 +2.4867677E-08 -2.5588722E-11 +1.6381003E-08 +0.0000000E+00 +1.9365679E-04 -6.4999965E+04 +2.9211606E-04 -1.0333041E-04 -6.4999965E+04 +2.9211436E-04 -1.0333041E-04 -1.9715892E-03 +8.4467107E-04 -4.4770076E-12 +1.7019129E-01 
+3.0000000E+00 +7.3525650E+01 -5.9147677E-03 +6.2105289E-02 -5.9623160E-11 +2.4839801E-08 -5.9922685E-11 +1.6366507E-08 -5.1956592E-03 +1.9365672E-04 -6.4999970E+04 -6.0114091E-03 -3.6946773E-03 -6.4999965E+04 -8.1703242E-04 -3.6946773E-03 -1.9715893E-03 +8.4467094E-04 -1.6007967E-10 +1.7019129E-01 
+3.7500000E+00 +7.5000000E+01 -7.3934593E-03 +6.3350629E-02 -3.1491780E-11 +2.4848785E-08 -3.1474739E-11 +1.6362302E-08 +0.0000000E+00 +1.9365681E-04 -6.4999968E+04 +2.2919087E-04 -1.0075399E-04 -6.4999968E+04 +2.2919087E-04 -1.0075399E-04 -1.9715893E-03 +8.4467110E-04 -4.3653787E-12 +1.7019129E-01 
+3.0000000E+00 +7.4262820E+01 -5.9147676E-03 +6.2727955E-02 -4.2349947E-11 +2.4859449E-08 -4.2503904E-11 +1.6362435E-08 -2.5978296E-03 +1.9365676E-04 -6.4999968E+04 -2.9591877E-03 -1.9551571E-03 -6.4999966E+04 -3.6135709E-04 -1.9551571E-03 -1.9715893E-03 +8.4467101E-04 -8.4711297E-11 +1.7019129E-01 
+3.7500000E+00 +7.3524710E+01 -7.3934596E-03 +6.2104495E-02 -7.4206033E-11 +2.4821094E-08 -7.4646166E-11 +1.6348269E-08 -5.1988382E-03 +1.9365673E-04 -6.4999972E+04 -5.9283384E-03 -4.4085056E-03 -6.4999967E+04 -7.3080003E-04 -4.4085056E-03 -1.9715893E-03 +8.4467097E-04 -1.9100778E-10 +1.7019129E-01 
+1.5000000E+00 +7.5000000E+01 -2.9573836E-03 +6.3350630E-02 -1.3065024E-11 +2.4892736E-08 -1.3049299E-11 +1.6405664E-08 +0.0000000E+00 +1.9365677E-04 -6.4999962E+04 +3.4564365E-04 -5.4155462E-05 -6.4999962E+04 +3.4564024E-04 -5.4155462E-05 -1.9715891E-03 +8.4467103E-04 -2.3463994E-12 +1.7019129E-01 
+1.5000000E+00 +7.3527530E+01 -2.9573838E-03 +6.2106877E-02 -2.9978696E-11 +2.4864636E-08 -3.0118258E-11 +1.6390845E-08 -5.1892240E-03 +1.9365670E-04 -6.4999968E+04 -6.1536383E-03 -1.9437310E-03 -6.4999962E+04 -9.6568372E-04 -1.9437310E-03 -1.9715892E-03 +8.4467091E-04 -8.4216235E-11 +1.7019129E-01 
+2.2500000E+00 +7.5000000E+01 -4.4360755E-03 +6.3350630E-02 -1.9427585E-11 +2.4882308E-08 -1.9411527E-11 +1.6395450E-08 +0.0000000E+00 +1.9365678E-04 -6.4999963E+04 +2.9295769E-04 -6.4452056E-05 -6.4999963E+04 +2.9295769E-04 -6.4452056E-05 -1.9715892E-03 +8.4467105E-04 -2.7925210E-12 +1.7019129E-01 
+1.5000000E+00 +7.4263760E+01 -2.9573837E-03 +6.2728750E-02 -2.1389556E-11 +2.4884370E-08 -2.1513699E-11 +1.6387089E-08 -2.5946120E-03 +1.9365674E-04 -6.4999965E+04 -3.0219585E-03 -1.0287009E-03 -6.4999963E+04 -4.2734784E-04 -1.0287009E-03 -1.9715892E-03 +8.4467097E-04 -4.4570631E-11 +1.7019129E-01 
+2.2500000E+00 +7.3526590E+01 -4.4360757E-03 +6.2106083E-02 -4.4865108E-11 +2.4854302E-08 -4.5143285E-11 +1.6380729E-08 -5.1924416E-03 +1.9365671E-04 -6.4999969E+04 -6.1244458E-03 -2.8357670E-03 -6.4999964E+04 -9.3327361E-04 -2.8357670E-03 -1.9715892E-03 +8.4467092E-04 -1.2286557E-10 +1.7019129E-01 
+0.0000000E+00 +7.5000000E+01 +0.0000000E+00 +6.3350630E-02 +0.0000000E+00 +2.4901057E-08 +2.6153508E-14 +1.6413588E-08 +0.0000000E+00 +1.9365676E-04 -6.4999960E+04 +4.3354921E-04 +1.6236148E-05 -6.4999960E+04 +4.3354922E-04 +1.6236148E-05 -1.9715891E-03 +8.4467101E-04 +7.0346530E-13 +1.7019129E-01 
+0.0000000E+00 +7.3529410E+01 +0.0000000E+00 +6.2108466E-02 +0.0000000E+00 +2.4872924E-08 -3.0761707E-14 +1.6398876E-08 -5.1826221E-03 +1.9365670E-04 -6.4999967E+04 -6.1205402E-03 -1.4995729E-05 -6.4999961E+04 -9.3914240E-04 -1.4995729E-05 -1.9715892E-03 +8.4467090E-04 -6.4972152E-13 +1.7019129E-01 
+7.5000000E-01 +7.5000000E+01 -1.4786918E-03 +6.3350630E-02 -6.5658989E-12 +2.4898974E-08 -6.5605569E-12 +1.6411707E-08 +0.0000000E+00 +1.9365677E-04 -6.4999961E+04 +3.2527126E-04 -2.1855179E-05 -6.4999961E+04 +3.2527126E-04 -2.1855179E-05 -1.9715891E-03 +8.4467102E-04 -9.4692163E-13 +1.7019129E-01 
+0.0000000E+00 +7.4264710E+01 +0.0000000E+00 +6.2729552E-02 +0.0000000E+00 +2.4892657E-08 -1.0221257E-13 +1.6395401E-08 -2.5913110E-03 +1.9365673E-04 -6.4999964E+04 -2.9743570E-03 -4.5526718E-06 -6.4999961E+04 -3.8304594E-04 -4.5526718E-06 -1.9715891E-03 +8.4467096E-04 -1.9725409E-13 +1.7019129E-01 
+7.5000000E-01 +7.3528470E+01 -1.4786919E-03 +6.2107672E-02 -1.5007522E-11 +2.4870838E-08 -1.4993540E-11 +1.6396913E-08 -5.1859230E-03 +1.9365670E-04 -6.4999967E+04 -6.2205770E-03 -9.7706184E-04 -6.4999962E+04 -1.0358972E-03 -9.7706184E-04 -1.9715892E-03 +8.4467090E-04 -4.2333260E-11 +1.7019129E-01 
+6.0000000E+00 +7.2043760E+01 -1.1829536E-02 +6.0853578E-02 -1.8900171E-10 +2.4665823E-08 -1.9120424E-10 +1.6239586E-08 -1.0399723E-02 +1.9365668E-04 -6.4999979E+04 -1.1386164E-02 -1.0449858E-02 -6.4999969E+04 -9.8949571E-04 -1.0449858E-02 -1.9715895E-03 +8.4467090E-04 -4.5276207E-10 +1.7019129E-01 
+7.5000000E+00 +7.2040000E+01 -1.4786920E-02 +6.0850401E-02 -2.3464957E-10 +2.4589220E-08 -2.3707076E-10 +1.6165265E-08 -1.0411394E-02 +1.9365673E-04 -6.4999984E+04 -1.0076989E-02 -1.0863925E-02 -6.4999973E+04 +3.3129810E-04 -1.0863925E-02 -1.9715896E-03 +8.4467100E-04 -4.7070240E-10 +1.7019129E-01 
+6.0000000E+00 +7.2782820E+01 -1.1829536E-02 +6.1477841E-02 -1.5246758E-10 +2.4708269E-08 -1.5397604E-10 +1.6239087E-08 -7.8040005E-03 +1.9365673E-04 -6.4999979E+04 -8.4116409E-03 -8.2386706E-03 -6.4999971E+04 -6.0764648E-04 -8.2386706E-03 -1.9715895E-03 +8.4467099E-04 -3.5695774E-10 +1.7019129E-01 
+6.7500000E+00 +7.2041880E+01 -1.3308228E-02 +6.0851990E-02 -2.1193872E-10 +2.4629813E-08 -2.1431681E-10 +1.6204734E-08 -1.0405559E-02 +1.9365671E-04 -6.4999981E+04 -1.0755295E-02 -1.0756235E-02 -6.4999971E+04 -3.5280906E-04 -1.0756235E-02 -1.9715896E-03 +8.4467095E-04 -4.6603653E-10 +1.7019129E-01 
+7.5000000E+00 +7.2780000E+01 -1.4786920E-02 +6.1475458E-02 -1.8861186E-10 +2.4631461E-08 -1.9020540E-10 +1.6164098E-08 -7.8129257E-03 +1.9365677E-04 -6.4999984E+04 -7.5870982E-03 -8.5166833E-03 -6.4999976E+04 +2.2582242E-04 -8.5166833E-03 -1.9715897E-03 +8.4467108E-04 -3.6900323E-10 +1.7019129E-01 
+4.5000000E+00 +7.2047530E+01 -8.8721515E-03 +6.0856763E-02 -1.4250912E-10 +2.4724511E-08 -1.4418565E-10 +1.6296478E-08 -1.0387811E-02 +1.9365665E-04 -6.4999975E+04 -1.2512312E-02 -8.9265593E-03 -6.4999965E+04 -2.1275277E-03 -8.9265593E-03 -1.9715894E-03 +8.4467082E-04 -3.8676197E-10 +1.7019129E-01 
+4.5000000E+00 +7.2785650E+01 -8.8721517E-03 +6.1480232E-02 -1.1530010E-10 +2.4767105E-08 -1.1649578E-10 +1.6296314E-08 -7.7949143E-03 +1.9365670E-04 -6.4999975E+04 -9.1186609E-03 -7.0586664E-03 -6.4999967E+04 -1.3237619E-03 -7.0586664E-03 -1.9715894E-03 +8.4467091E-04 -3.0583158E-10 +1.7019129E-01 
+5.2500000E+00 +7.2045650E+01 -1.0350844E-02 +6.0855175E-02 -1.6584889E-10 +2.4697358E-08 -1.6787533E-10 +1.6270217E-08 -1.0393767E-02 +1.9365667E-04 -6.4999977E+04 -1.1995829E-02 -9.7733208E-03 -6.4999967E+04 -1.6050929E-03 -9.7733208E-03 -1.9715894E-03 +8.4467086E-04 -4.2344969E-10 +1.7019129E-01 
