TITLE		= "tecplotausgabe"
VARIABLES	= "X"
"Y"
"u_x"
"u_y"
"v_x"
"v_y"
"vf_x"
"vf_y"
"p"
"Op"
"TSE11"
"TSE22"
"TSE12"
"SIG11"
"SIG22"
"SIG12"
"EPS11"
"EPS22"
"EPS12"
"N_S"

ZONE T	="+1.0500000E+02"
N=1653, E= 510, F=FEPOINT, ET=Quadrilateral
+7.5000000E+00 +7.5000000E+01 -1.4786920E-02 +6.3350748E-02 -8.3598499E-13 +3.7338555E-10 -8.3762265E-13 +2.4508741E-10 +0.0000000E+00 +1.9365691E-04 -6.4999985E+04 -4.2111254E-05 -1.5800690E-04 -6.4999985E+04 -4.2111254E-05 -1.5800690E-04 -1.9715898E-03 +8.4467132E-04 -6.8459813E-12 +1.7019129E-01 
+6.0000000E+00 +7.5000000E+01 -1.1829536E-02 +6.3350749E-02 -7.1373521E-13 +3.7456266E-10 -7.1335570E-13 +2.4625027E-10 +0.0000000E+00 +1.9365687E-04 -6.4999978E+04 +8.7192751E-05 -1.5909838E-04 -6.4999978E+04 +8.7192751E-05 -1.5909838E-04 -1.9715896E-03 +8.4467124E-04 -6.8932720E-12 +1.7019129E-01 
+6.0000000E+00 +7.3521880E+01 -1.1829536E-02 +6.2102224E-02 -1.7657071E-12 +3.7415556E-10 -1.7735760E-12 +2.4605884E-10 -7.8757162E-05 +1.9365687E-04 -6.4999979E+04 -3.2195601E-04 -5.7310841E-03 -6.4999979E+04 -2.4321947E-04 -5.7310841E-03 -1.9715896E-03 +8.4467124E-04 -2.4831128E-10 +1.7019129E-01 
+7.5000000E+00 +7.3520000E+01 -1.4786921E-02 +6.2100635E-02 -2.1694470E-12 +3.7298876E-10 -2.1807278E-12 +2.4491295E-10 -7.8850869E-05 +1.9365690E-04 -6.4999985E+04 +4.5917773E-05 -5.8737493E-03 -6.4999984E+04 +1.2474706E-04 -5.8737493E-03 -1.9715898E-03 +8.4467132E-04 -2.5449255E-10 +1.7019129E-01 
+6.7500000E+00 +7.5000000E+01 -1.3308228E-02 +6.3350749E-02 -7.7876211E-13 +3.7400919E-10 -7.8048705E-13 +2.4570397E-10 +0.0000000E+00 +1.9365689E-04 -6.4999982E+04 +2.1796043E-05 -1.3216100E-04 -6.4999982E+04 +2.1796043E-05 -1.3216100E-04 -1.9715897E-03 +8.4467128E-04 -5.7261533E-12 +1.7019129E-01 
+6.0000000E+00 +7.4260940E+01 -1.1829536E-02 +6.2726487E-02 -1.2328120E-12 +3.7444653E-10 -1.2379790E-12 +2.4597285E-10 -3.9378581E-05 +1.9365687E-04 -6.4999979E+04 -1.4612136E-04 -3.0274789E-03 -6.4999979E+04 -1.0674280E-04 -3.0274789E-03 -1.9715896E-03 +8.4467124E-04 -1.3117190E-10 +1.7019129E-01 
+6.7500000E+00 +7.3520940E+01 -1.3308229E-02 +6.2101429E-02 -1.9702133E-12 +3.7360707E-10 -1.9810968E-12 +2.4552078E-10 -7.8804015E-05 +1.9365689E-04 -6.4999982E+04 -1.4664881E-04 -5.8505290E-03 -6.4999982E+04 -6.7865860E-05 -5.8505290E-03 -1.9715897E-03 +8.4467128E-04 -2.5348648E-10 +1.7019129E-01 
+7.5000000E+00 +7.4260000E+01 -1.4786921E-02 +6.2725692E-02 -1.4947743E-12 +3.7327520E-10 -1.4989380E-12 +2.4481018E-10 -3.9425435E-05 +1.9365691E-04 -6.4999985E+04 +1.6992067E-05 -3.0938812E-03 -6.4999985E+04 +5.6417472E-05 -3.0938812E-03 -1.9715898E-03 +8.4467132E-04 -1.3404892E-10 +1.7019129E-01 
+4.5000000E+00 +7.5000000E+01 -8.8721515E-03 +6.3350750E-02 -5.6296468E-13 +3.7546501E-10 -5.6336408E-13 +2.4714033E-10 +0.0000000E+00 +1.9365683E-04 -6.4999972E+04 +1.9894694E-04 -1.3797056E-04 -6.4999972E+04 +1.9894697E-04 -1.3797056E-04 -1.9715894E-03 +8.4467115E-04 -5.9778650E-12 +1.7019129E-01 
+4.5000000E+00 +7.3523760E+01 -8.8721521E-03 +6.2103813E-02 -1.3429299E-12 +3.7504946E-10 -1.3510698E-12 +2.4693343E-10 -7.8662761E-05 +1.9365684E-04 -6.4999975E+04 -6.3574341E-04 -4.9331466E-03 -6.4999975E+04 -5.5710039E-04 -4.9331466E-03 -1.9715895E-03 +8.4467117E-04 -2.1373896E-10 +1.7019129E-01 
