TITLE		= "tecplotausgabe"
VARIABLES	= "X"
"Y"
"u_x"
"u_y"
"v_x"
"v_y"
"vf_x"
"vf_y"
"p"
"Op"
"TSE11"
"TSE22"
"TSE12"
"SIG11"
"SIG22"
"SIG12"
"EPS11"
"EPS22"
"EPS12"
"N_S"

ZONE T	="+1.6000000E+01"
N=1653, E= 510, F=FEPOINT, ET=Quadrilateral
+7.5000000E+00 +7.5000000E+01 -5.3139566E-03 +3.0406032E-02 -8.4044418E-04 -1.6102977E-04 -8.4050550E-04 +6.5833877E-03 +0.0000000E+00 -3.6800508E-09 -3.8316752E+04 -3.6004832E+04 +7.3435976E+00 -3.8316752E+04 -3.6004832E+04 +7.3435976E+00 -6.9423977E-04 -5.9405255E-04 +3.1823529E-07 +1.7021908E-01 
+6.0000000E+00 +7.5000000E+01 -4.2667823E-03 +3.0636475E-02 -6.7325727E-04 -1.3756577E-04 -6.7341254E-04 +6.6068684E-03 +0.0000000E+00 -3.6834875E-09 -3.8565601E+04 -3.6006783E+04 +5.7039286E+00 -3.8565601E+04 -3.6006783E+04 +5.7039286E+00 -7.0176313E-04 -5.9087657E-04 +2.4718013E-07 +1.7021982E-01 
+6.0000000E+00 +7.3521880E+01 -4.4764532E-03 +3.1420877E-02 -6.9424386E-04 +4.3081309E-06 -6.9464814E-04 +6.5886480E-03 +4.1853032E+03 +7.3791258E-09 -3.8019491E+04 -3.1814583E+04 +1.8339173E+02 -4.2185302E+04 -3.5980393E+04 +1.8339173E+02 -7.3969791E-04 -4.7080779E-04 +7.9472929E-06 +1.7020585E-01 
+7.5000000E+00 +7.3520000E+01 -5.5827160E-03 +3.1195300E-02 -8.6705825E-04 -1.8758860E-05 -8.6736308E-04 +6.5655023E-03 +4.1906508E+03 +7.3722157E-09 -3.7857407E+04 -3.1814137E+04 +2.1562223E+02 -4.2028532E+04 -3.5985262E+04 +2.1562223E+02 -7.3478694E-04 -4.7290146E-04 +9.3440037E-06 +1.7020537E-01 
+6.7500000E+00 +7.5000000E+01 -4.7917596E-03 +3.0528443E-02 -7.5692722E-04 -1.4859865E-04 -7.5700076E-04 +6.5958255E-03 +0.0000000E+00 -3.6817691E-09 -3.8444792E+04 -3.6005416E+04 +5.1820910E+00 -3.8444792E+04 -3.6005416E+04 +5.1820910E+00 -6.9811621E-04 -5.9240568E-04 +2.2456626E-07 +1.7021946E-01 
+6.0000000E+00 +7.4260940E+01 -4.3691281E-03 +3.1050915E-02 -6.8360896E-04 -6.4874704E-05 -6.8354693E-04 +6.7994730E-03 +2.0926516E+03 +1.8478191E-09 -3.8276541E+04 -3.3898642E+04 +9.8359923E+01 -4.0369193E+04 -3.5991294E+04 +9.8359923E+01 -7.2040156E-04 -5.3068499E-04 +4.2624338E-06 +1.7021275E-01 
+6.7500000E+00 +7.3520940E+01 -5.0304880E-03 +3.1315214E-02 -7.8070202E-04 -6.5289571E-06 -7.8107371E-04 +6.5777749E-03 +4.1879770E+03 +7.3756707E-09 -3.7939848E+04 -3.1813656E+04 +1.9924708E+02 -4.2108315E+04 -3.5982123E+04 +1.9924708E+02 -7.3729401E-04 -4.7181509E-04 +8.6343857E-06 +1.7020561E-01 
+7.5000000E+00 +7.4260000E+01 -5.4454070E-03 +3.0823143E-02 -8.5359183E-04 -8.8127516E-05 -8.5362651E-04 +6.7762804E-03 +2.0953254E+03 +1.8460825E-09 -3.8074463E+04 -3.3898143E+04 +1.1627282E+02 -4.0169793E+04 -3.5993474E+04 +1.1627282E+02 -7.1427807E-04 -5.3329700E-04 +5.0386902E-06 +1.7021216E-01 
+4.5000000E+00 +7.5000000E+01 -3.2093819E-03 +3.0811294E-02 -5.0549243E-04 -1.1958374E-04 -5.0560155E-04 +6.6248898E-03 +0.0000000E+00 -3.6680350E-09 -3.8766473E+04 -3.6008002E+04 +4.1607116E+00 -3.8766475E+04 -3.6008003E+04 +4.1607116E+00 -7.0784065E-04 -5.8830209E-04 +1.8030472E-07 +1.7022042E-01 
+4.5000000E+00 +7.3523760E+01 -3.3635070E-03 +3.1591576E-02 -5.2104571E-04 +2.1928585E-05 -5.2132019E-04 +6.6064711E-03 +4.1799683E+03 +7.3482025E-09 -3.8154286E+04 -3.1816865E+04 +1.4307169E+02 -4.2314810E+04 -3.5977389E+04 +1.4307169E+02 -7.4375719E-04 -4.6912462E-04 +6.2000214E-06 +1.7020625E-01 
+5.2500000E+00 +7.5000000E+01 -3.7392079E-03 +3.0730585E-02 -5.8943950E-04 -1.2790411E-04 -5.8956904E-04 +6.6165411E-03 +0.0000000E+00 -3.6757612E-09 -3.8670121E+04 -3.6006790E+04 +3.9008112E+00 -3.8670121E+04 -3.6006790E+04 +3.9008112E+00 -7.0493361E-04 -5.8951796E-04 +1.6904191E-07 +1.7022013E-01 
+4.5000000E+00 +7.4261880E+01 -3.2845040E-03 +3.1223476E-02 -5.1315517E-04 -4.7084901E-05 -5.1307093E-04 +6.8172206E-03 +2.0899842E+03 +1.8400838E-09 -3.8442251E+04 -3.3899965E+04 +7.6443132E+01 -4.0532237E+04 -3.5989952E+04 +7.6443132E+01 -7.2541108E-04 -5.2857083E-04 +3.3126682E-06 +1.7021324E-01 
+5.2500000E+00 +7.3522820E+01 -3.9207272E-03 +3.1512848E-02 -6.0768807E-04 +1.3784919E-05 -6.0807386E-04 +6.5982433E-03 +4.1826358E+03 +7.3636642E-09 -3.8088962E+04 -3.1814948E+04 +1.6286907E+02 -4.2252128E+04 -3.5978114E+04 +1.6286907E+02 -7.4180053E-04 -4.6991572E-04 +7.0579422E-06 +1.7020605E-01 
+3.0000000E+00 +7.5000000E+01 -2.1440738E-03 +3.0933845E-02 -3.3726459E-04 -1.0688442E-04 -3.3737970E-04 +6.6375905E-03 +0.0000000E+00 -3.6470585E-09 -3.8913352E+04 -3.6008730E+04 +2.7147434E+00 -3.8913351E+04 -3.6008729E+04 +2.7147434E+00 -7.1228669E-04 -5.8641469E-04 +1.1764359E-07 +1.7022085E-01 
